Name,Orig_Label,Pred_Label,Pred_Blurred_5_Label,Pred_Blurred_10_Label,Pred_Blurred_15_Label,Pred_Dark_1_Label,Pred_Dark_2_Label,Pred_Dark_3_Label,Pred_Bright_1_Label,Pred_Bright_2_Label,Pred_Bright_3_Label,Pred_Bright_4_Label,Pred_Bright_5_Label,Pred_Bright_6_Label,Pred_Bright_7_Label,Pred_Occl_5_Label,Pred_Occl_10_Label,Pred_Occl_15_Label,Pred_Occl_20_Label,Pred_Occl_25_Label
00918.png,35,35,36,38,38,35,35,18,35,35,35,35,35,35,35,35,35,18,35,12
00919.png,5,5,5,13,13,5,5,5,5,5,10,7,5,5,5,5,5,5,5,13
00920.png,12,12,12,12,12,12,12,12,12,12,12,12,12,12,41,12,12,12,12,12
00921.png,25,25,25,31,25,25,25,25,25,25,23,25,25,25,25,25,27,25,11,25
00922.png,4,4,4,7,8,4,4,4,4,4,4,4,4,41,41,4,4,1,20,4
00923.png,1,1,1,1,5,1,3,1,0,1,1,1,1,2,1,4,1,1,2,2
00924.png,19,19,20,19,20,18,19,19,20,20,19,19,19,19,19,20,19,19,19,18
00925.png,3,3,3,3,5,3,3,3,3,3,3,3,7,1,3,5,3,3,42,3
00926.png,9,9,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
00927.png,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,15,2
00928.png,3,3,10,10,10,3,3,3,3,3,3,4,3,3,3,3,3,3,3,13
00929.png,17,17,17,17,17,17,17,17,17,17,17,17,15,13,12,17,17,17,13,17
00930.png,38,38,38,34,34,38,38,38,38,33,38,38,41,13,13,39,35,38,38,35
00931.png,5,5,5,5,5,8,10,3,5,5,5,5,5,5,7,5,18,5,10,18
00932.png,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
00933.png,38,38,33,38,34,38,38,38,38,38,39,38,39,39,38,13,38,38,35,33
00934.png,1,9,8,7,7,1,7,1,1,4,2,41,13,41,41,2,1,1,1,15
00935.png,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,17,18
00936.png,31,31,31,20,20,31,31,13,31,31,31,31,31,31,31,31,31,20,18,18
00937.png,2,2,5,8,8,4,2,2,2,8,2,2,2,2,2,2,2,30,3,5
00938.png,42,41,6,6,8,42,41,42,42,42,42,42,42,42,42,42,42,42,42,42
00939.png,12,12,12,12,13,12,12,12,12,12,12,12,12,25,13,12,13,18,12,13
00940.png,35,35,35,9,13,35,1,35,38,41,15,15,12,16,11,35,15,35,35,33
00941.png,29,29,29,29,28,29,29,29,29,29,22,25,25,25,13,29,24,18,29,29
00942.png,38,38,38,38,38,38,38,38,38,35,40,38,38,40,33,38,38,38,37,38
00943.png,0,0,8,1,10,0,0,0,0,0,2,41,41,41,16,2,11,0,0,13
00944.png,38,38,39,38,34,39,38,38,39,38,16,13,41,13,13,38,39,35,35,38
00945.png,10,10,10,10,10,10,10,10,10,10,16,16,10,10,10,10,9,10,10,10
00946.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
00947.png,1,1,1,5,5,1,1,1,1,1,1,1,1,1,2,1,1,17,1,1
00948.png,34,33,34,34,34,34,33,33,33,34,33,33,33,18,13,33,33,33,33,33
00949.png,22,22,22,22,20,25,22,22,22,22,22,22,22,22,22,22,22,22,22,22
00950.png,12,12,12,18,11,12,12,12,12,12,12,12,12,12,13,12,12,12,12,12
00951.png,31,31,20,13,10,31,31,31,20,12,20,31,31,31,31,31,20,18,31,13
00952.png,15,15,32,1,41,15,15,15,15,15,41,16,41,41,13,15,13,15,4,15
00953.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
00954.png,31,31,31,13,31,25,31,31,31,31,31,31,31,31,19,31,31,31,31,18
00955.png,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1
00956.png,42,42,41,42,5,42,42,10,42,42,42,42,42,42,42,42,11,42,42,42
00957.png,36,38,38,41,42,37,37,33,38,32,32,13,15,41,16,37,37,36,13,13
00958.png,7,7,7,10,6,7,7,7,8,7,7,7,7,7,7,7,7,7,7,7
00959.png,20,19,20,20,8,19,20,19,19,19,19,19,25,19,19,19,19,11,11,18
00960.png,27,27,31,20,12,27,27,21,27,27,27,21,21,21,18,27,19,18,19,13
00961.png,15,15,15,10,10,15,15,10,15,15,15,15,15,15,15,15,15,15,15,15
00962.png,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
00963.png,14,14,14,14,14,14,14,14,14,14,14,14,14,13,1,14,14,14,14,17
00964.png,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,15,15,18,10
00965.png,5,5,5,2,8,5,5,5,4,5,5,5,5,1,1,5,5,8,5,7
00966.png,32,32,32,32,32,32,32,32,32,32,32,25,15,32,32,32,32,32,32,32
00967.png,3,3,3,3,5,20,3,3,3,3,3,3,3,3,3,3,4,3,7,3
00968.png,7,7,7,7,7,7,7,7,7,7,7,7,1,7,2,7,7,7,7,7
00969.png,13,13,13,13,10,13,13,13,13,13,13,13,13,12,13,13,13,13,13,13
00970.png,12,12,12,11,2,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
00971.png,7,7,8,8,8,7,7,7,7,7,7,7,8,7,7,7,7,7,7,7
00972.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
00973.png,4,4,4,8,8,4,4,4,4,4,4,4,4,4,1,4,13,4,4,4
00974.png,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,16,10,10
00975.png,8,10,10,5,10,8,8,8,8,8,4,1,2,1,1,8,2,7,8,7
00976.png,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,21,18,18,23,23
00977.png,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,16,10,10,10,10
00978.png,39,39,39,39,39,39,39,39,39,38,38,16,16,13,13,39,35,39,39,39
00979.png,2,2,1,10,10,2,2,2,2,2,2,2,2,2,2,2,4,4,2,1
00980.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
00981.png,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
00982.png,1,1,5,8,38,1,1,1,1,1,1,1,1,1,1,28,1,1,11,12
00983.png,5,5,5,1,8,5,5,5,5,1,5,4,4,5,5,5,5,1,5,5
00984.png,31,31,20,4,10,31,31,31,31,31,31,19,31,19,22,31,18,31,13,18
00985.png,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,15,10,10
00986.png,5,5,5,8,10,5,5,5,5,5,5,2,2,2,4,5,5,5,5,5
00987.png,31,31,31,8,10,31,21,31,9,5,31,31,31,31,31,31,31,20,31,18
00988.png,7,7,5,10,10,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
00989.png,39,39,38,34,38,39,39,39,38,38,38,13,41,13,16,39,35,39,39,35
00990.png,0,0,8,5,10,8,0,8,4,0,1,0,0,4,2,1,0,0,25,17
00991.png,23,23,23,23,25,23,23,20,23,23,23,23,11,25,16,23,23,23,23,23
00992.png,7,8,7,8,20,7,7,8,7,7,7,7,7,7,7,7,7,7,3,18
00993.png,38,38,38,38,38,38,38,38,39,38,38,38,40,40,38,38,38,38,38,38
00994.png,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
00995.png,38,38,33,42,42,38,38,33,38,41,15,12,41,32,15,38,39,38,38,37
00996.png,25,25,25,11,25,25,25,25,25,11,25,25,25,25,11,25,11,11,25,25
00997.png,38,38,38,38,34,38,38,37,38,38,38,38,38,25,13,38,38,38,35,38
00998.png,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
00999.png,16,16,16,2,16,16,16,16,16,16,16,1,16,16,16,15,16,42,16,12
01000.png,17,17,17,17,17,17,17,17,17,17,17,17,41,41,41,17,17,17,17,17
01001.png,1,1,1,8,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
01002.png,12,12,12,41,42,12,12,12,12,12,12,12,12,12,12,12,12,12,13,12
01003.png,12,12,12,12,12,12,12,12,12,12,12,25,13,13,13,12,12,12,12,12
01004.png,10,10,10,10,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
01005.png,5,5,5,5,8,8,5,5,5,5,5,5,5,5,5,5,5,10,5,17
01006.png,38,38,38,38,38,38,38,38,38,36,38,13,13,13,13,40,18,38,35,35
01007.png,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,3,3,3,16,17
01008.png,12,12,12,12,36,12,12,38,12,13,13,13,13,13,13,12,12,12,11,18
01009.png,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
01010.png,8,8,8,5,5,8,8,8,5,5,8,5,2,8,4,8,8,7,8,2
01011.png,10,10,13,5,13,10,10,10,10,10,10,26,10,10,33,10,10,10,12,13
01012.png,2,5,2,5,5,2,2,5,2,2,2,2,1,2,2,2,2,2,2,1
01013.png,10,10,10,8,10,10,10,10,10,10,10,5,10,10,10,10,10,10,10,10
01014.png,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
01015.png,35,35,35,38,37,35,35,35,35,35,35,41,13,13,13,35,35,35,35,35
01016.png,15,15,10,10,5,15,15,15,15,15,15,9,15,1,15,15,15,15,15,15
01017.png,4,4,4,8,8,4,4,3,4,4,4,4,4,4,4,4,4,4,4,5
01018.png,35,35,35,35,35,35,33,35,35,35,35,35,35,35,35,35,35,35,35,35
01019.png,5,5,5,7,10,5,9,5,5,5,1,5,5,5,5,5,5,5,1,5
01020.png,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
01021.png,1,1,1,7,7,1,1,1,11,1,1,41,25,1,41,1,1,1,1,1
01022.png,11,30,30,25,1,30,30,11,11,11,30,30,23,23,23,30,18,3,11,11
01023.png,35,35,35,33,5,35,35,35,35,35,35,35,35,35,35,35,35,35,35,36
01024.png,38,38,38,7,5,38,38,38,38,38,41,32,13,35,41,38,38,38,38,33
01025.png,30,30,11,30,20,25,30,11,11,30,30,30,30,30,30,18,18,30,30,18
01026.png,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,18,11
01027.png,4,4,4,8,34,5,4,4,4,4,4,3,4,4,4,4,4,4,4,4
01028.png,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
01029.png,1,1,1,1,4,1,1,1,1,1,1,1,1,25,13,1,1,2,1,1
01030.png,18,18,18,1,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
01031.png,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,10
01032.png,11,11,11,27,11,23,11,11,11,11,11,11,11,11,25,11,11,11,11,11
01033.png,41,41,42,41,6,41,41,41,41,41,41,41,41,41,41,42,42,42,42,42
01034.png,10,10,10,42,42,5,10,10,10,5,10,10,10,9,9,5,5,10,10,10
01035.png,2,2,2,10,2,5,2,2,2,2,2,2,2,2,2,8,4,2,2,18
01036.png,8,8,5,10,13,10,8,8,8,8,8,8,2,4,4,8,8,10,35,15
01037.png,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,2,2,1,2,13
01038.png,35,35,35,36,36,35,36,13,35,36,35,35,35,37,37,35,35,35,35,35
01039.png,13,13,13,13,6,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
01040.png,38,38,38,38,36,38,38,38,38,38,41,13,13,13,13,38,35,38,38,38
01041.png,9,9,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
01042.png,12,12,12,12,12,12,12,12,12,12,12,25,12,12,12,12,12,13,12,12
01043.png,7,7,7,7,10,7,7,20,7,7,7,7,7,7,7,5,7,18,7,7
01044.png,12,12,12,38,38,12,12,12,12,12,12,12,12,12,12,12,12,12,13,12
01045.png,31,31,11,42,10,31,31,31,18,31,31,31,31,21,31,31,18,18,18,31
01046.png,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,17,18,2
01047.png,11,11,11,11,5,11,18,11,11,11,11,25,11,11,11,11,11,11,11,11
01048.png,17,17,17,17,17,17,17,17,17,17,17,17,41,41,41,17,17,17,17,17
01049.png,35,35,35,33,36,35,35,36,35,35,35,35,35,35,35,35,35,36,35,35
01050.png,4,4,8,8,10,4,4,4,4,4,4,4,4,4,4,4,4,4,8,15
01051.png,18,18,18,9,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
01052.png,4,4,4,8,8,2,4,4,4,4,4,4,4,4,4,4,20,1,4,4
01053.png,34,34,34,34,34,33,33,33,34,34,33,33,25,5,13,35,34,34,35,35
01054.png,40,40,40,40,33,40,40,40,40,40,40,40,40,40,33,40,40,40,36,33
01055.png,11,11,11,11,9,11,11,25,11,11,11,18,11,11,12,11,11,11,11,11
01056.png,11,23,11,11,30,11,11,11,11,11,11,11,11,11,11,18,11,11,11,18
01057.png,33,33,33,34,34,33,33,33,33,33,33,33,33,33,33,35,33,33,33,35
01058.png,15,15,15,15,10,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
01059.png,13,13,13,13,10,13,13,13,13,13,13,13,13,13,20,13,13,13,13,13
01060.png,5,5,5,8,8,5,5,5,5,5,5,2,5,5,5,5,5,18,5,3
01061.png,12,12,12,1,38,12,12,12,12,12,12,12,41,25,13,12,12,18,12,12
01062.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
01063.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
01064.png,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
01065.png,7,7,7,42,42,7,7,7,7,7,7,7,7,7,5,7,15,18,7,7
01066.png,31,20,31,20,20,31,31,31,31,31,31,18,31,31,20,31,18,31,13,31
01067.png,32,32,32,12,42,32,32,32,32,32,32,32,32,32,41,32,32,32,32,32
01068.png,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,2,4,15
01069.png,41,12,42,41,42,41,42,42,41,42,12,41,41,41,41,41,6,42,42,42
01070.png,8,8,8,7,8,4,8,8,8,8,7,8,8,8,8,7,8,8,30,8
01071.png,2,2,2,2,8,2,2,2,2,2,2,2,2,41,4,2,2,1,7,18
01072.png,8,8,8,10,5,8,8,5,8,8,8,4,8,8,8,5,8,8,8,10
01073.png,39,38,38,38,13,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38
01074.png,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,17
01075.png,42,12,42,42,6,6,42,42,42,42,42,42,42,42,42,42,42,42,42,13
01076.png,4,4,4,8,4,4,10,4,4,4,4,4,4,4,4,4,4,4,4,4
01077.png,7,7,7,7,7,7,7,7,7,7,8,2,4,4,4,7,7,7,1,7
01078.png,11,11,11,32,42,11,11,11,11,11,11,11,11,11,11,11,11,11,11,18
01079.png,21,21,21,21,19,21,21,20,19,21,19,19,19,18,12,21,19,16,21,18
01080.png,2,2,2,10,5,5,2,1,2,2,2,2,2,2,2,2,2,5,5,2
01081.png,2,5,5,3,5,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3
01082.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,18,13,13,13,13
01083.png,10,10,10,10,5,10,10,10,10,10,10,10,2,10,4,10,10,10,10,10
01084.png,2,2,5,8,10,2,2,2,3,5,2,2,2,2,2,2,3,4,2,2
01085.png,8,7,8,8,8,8,8,7,8,8,8,8,8,8,8,8,8,8,8,10
01086.png,18,18,18,42,6,18,18,18,18,18,30,11,18,18,18,18,18,30,18,18
01087.png,4,8,8,10,8,4,4,4,4,4,4,4,4,4,8,4,4,4,20,8
01088.png,5,4,5,9,8,1,9,2,1,1,2,41,41,32,15,1,5,2,8,10
01089.png,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,1
01090.png,16,16,16,16,16,16,16,10,16,16,16,16,16,16,16,16,16,16,16,16
01091.png,33,34,34,34,34,34,34,34,33,33,33,34,33,33,33,33,34,35,35,33
01092.png,1,1,1,18,18,1,1,8,1,1,4,41,1,13,13,1,1,1,18,1
01093.png,18,18,11,26,20,18,18,18,18,11,18,18,18,18,18,18,18,18,18,18
01094.png,31,31,31,31,13,31,31,31,31,31,31,31,25,31,31,31,11,31,31,31
01095.png,37,37,34,34,40,36,37,36,37,36,36,36,36,36,36,37,36,36,37,36
01096.png,30,30,30,30,8,30,30,30,30,30,30,30,30,30,30,31,18,30,30,18
01097.png,9,9,10,10,10,9,9,9,9,9,9,9,9,9,9,9,15,15,9,10
01098.png,18,18,18,18,18,18,18,26,18,18,18,18,18,18,18,18,18,18,18,12
01099.png,5,5,5,5,5,5,5,5,3,2,5,5,5,5,5,5,24,5,5,42
01100.png,35,6,35,9,8,35,35,35,33,34,32,32,41,41,16,35,35,35,35,35
01101.png,20,20,20,11,41,19,20,19,19,19,19,19,19,23,25,19,20,18,20,18
01102.png,2,1,2,1,2,2,2,5,2,2,2,4,2,1,1,2,2,2,2,13
01103.png,20,19,20,20,20,20,20,20,20,19,22,19,19,19,20,20,20,22,20,18
01104.png,23,23,13,19,31,31,23,17,23,23,23,31,23,23,23,23,23,12,42,18
01105.png,5,5,5,7,26,5,5,5,2,9,41,41,13,41,41,5,15,18,5,5
01106.png,8,8,8,7,10,8,8,7,8,8,8,8,8,8,8,8,8,8,4,8
01107.png,9,9,9,9,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9
01108.png,38,38,38,40,38,38,38,39,38,38,38,39,38,38,38,35,38,38,35,35
01109.png,12,12,12,12,41,12,12,12,12,12,12,12,12,12,13,12,12,12,12,12
01110.png,35,35,35,34,37,35,35,35,35,35,35,12,25,13,13,35,35,35,35,13
01111.png,5,5,5,10,10,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5
01112.png,11,11,30,20,10,11,12,11,11,11,11,11,11,11,11,11,11,11,11,11
01113.png,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,15,10,10
01114.png,12,12,12,12,12,12,12,12,12,12,13,22,13,13,25,12,13,12,12,11
01115.png,33,34,34,39,34,34,33,33,36,33,38,16,16,16,13,35,35,39,35,39
01116.png,8,8,4,8,2,8,8,8,8,8,8,8,8,8,8,8,1,5,5,15
01117.png,38,38,38,37,13,38,39,38,38,38,38,38,41,41,41,38,38,36,38,38
01118.png,3,4,1,3,1,3,2,3,3,3,3,3,3,3,3,3,3,15,1,1
01119.png,32,32,6,41,10,32,32,32,32,32,32,32,41,32,32,32,32,32,13,32
01120.png,31,31,20,20,13,42,25,31,31,31,31,31,31,11,31,31,20,31,31,18
01121.png,41,41,41,41,41,41,41,41,41,41,9,9,41,41,32,41,32,13,41,18
01122.png,35,35,34,38,34,35,38,13,35,35,35,35,35,35,34,35,35,34,35,35
01123.png,40,40,40,34,40,40,40,40,40,40,40,40,40,40,40,40,40,35,40,33
01124.png,13,13,13,25,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
01125.png,7,7,7,5,8,7,7,7,7,7,7,7,7,7,5,7,7,18,7,7
01126.png,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
01127.png,8,8,5,8,5,8,8,8,8,8,8,8,8,4,4,8,8,18,7,13
01128.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
01129.png,1,1,1,1,8,1,1,1,1,1,2,1,1,25,25,1,1,1,30,1
01130.png,13,13,13,32,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
01131.png,8,5,5,5,5,8,8,5,8,8,8,8,2,2,2,5,7,16,5,13
01132.png,40,40,40,34,34,40,40,40,40,40,40,40,40,40,40,40,40,38,40,40
01133.png,4,4,4,8,5,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3
01134.png,4,4,8,8,10,4,4,4,4,4,4,4,4,4,4,4,4,4,13,4
01135.png,5,5,5,10,10,5,5,5,2,2,5,2,1,2,2,5,5,5,18,18
01136.png,17,17,10,10,10,14,9,17,4,41,32,12,12,41,41,17,17,17,17,15
01137.png,18,18,18,18,12,13,18,18,18,16,13,13,13,13,13,18,25,18,18,13
01138.png,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
01139.png,35,35,35,35,33,35,35,35,35,35,35,35,34,35,35,35,35,35,35,35
01140.png,8,8,8,5,5,8,8,8,8,8,8,8,2,4,2,8,15,8,8,8
01141.png,33,33,34,39,5,35,33,33,39,33,38,32,41,13,16,33,35,33,35,33
01142.png,3,3,3,3,5,3,3,3,3,3,3,3,3,3,2,2,3,3,1,1
01143.png,15,15,15,15,10,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
01144.png,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
01145.png,14,17,14,14,17,14,14,14,14,14,14,14,1,13,14,14,14,14,14,14
01146.png,9,9,9,10,9,9,9,9,9,9,9,9,9,16,41,9,9,9,15,15
01147.png,4,4,4,10,31,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
01148.png,5,5,2,5,8,5,5,5,5,5,5,5,9,5,2,5,3,5,1,15
01149.png,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,18,31,31,31,11
01150.png,32,32,32,41,42,32,32,32,32,32,41,42,32,11,41,32,32,32,13,32
01151.png,3,3,5,5,3,5,3,3,3,3,3,7,3,3,3,3,3,3,3,10
01152.png,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,18,18,25,25,25
01153.png,1,1,1,1,3,1,1,1,1,0,41,1,1,41,41,1,1,1,1,1
01154.png,10,10,10,10,10,10,10,10,10,10,16,10,10,10,10,10,10,10,10,10
01155.png,33,33,35,36,34,33,33,33,33,33,33,33,33,33,38,33,33,33,33,35
01156.png,4,3,4,4,8,4,4,17,4,4,4,4,4,4,4,4,18,4,4,1
01157.png,35,35,35,35,34,35,35,10,35,35,35,35,35,35,35,35,35,35,35,35
01158.png,9,9,9,8,10,9,9,9,9,9,9,9,9,9,9,9,9,15,9,15
01159.png,1,5,1,4,8,1,1,1,1,1,1,1,1,1,1,1,1,3,13,2
01160.png,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,13,32,32,13
01161.png,4,4,4,7,7,5,4,4,4,4,4,4,2,13,2,4,4,4,4,4
01162.png,13,13,13,13,13,13,13,13,13,13,13,13,13,25,11,13,13,13,13,13
01163.png,17,17,17,17,17,17,17,17,17,17,17,17,13,41,41,17,17,17,17,17
01164.png,4,4,4,8,8,4,4,4,4,4,4,4,4,4,4,24,4,4,4,18
01165.png,6,6,6,6,42,6,6,6,6,6,6,6,6,41,41,6,6,6,42,42
01166.png,26,26,26,26,31,26,26,26,18,26,26,26,26,18,26,26,26,26,26,26
01167.png,38,38,38,38,38,38,38,38,38,38,38,38,41,16,16,38,38,38,33,38
01168.png,2,2,5,5,5,2,2,2,2,2,2,2,1,2,2,10,1,2,4,2
01169.png,20,19,20,20,26,20,20,20,19,20,19,19,19,19,18,19,20,18,20,20
01170.png,11,11,11,13,1,11,11,11,11,11,11,11,11,11,11,18,11,11,11,11
01171.png,41,41,41,41,41,41,41,32,32,41,41,9,41,41,32,41,41,13,41,41
01172.png,38,38,33,34,34,38,38,38,38,40,13,13,13,13,13,38,38,38,37,37
01173.png,34,34,35,34,34,34,34,33,34,33,33,13,13,13,13,34,34,34,35,34
01174.png,38,38,33,34,37,39,38,38,37,38,13,12,13,13,25,35,38,33,36,39
01175.png,39,39,39,39,39,39,39,39,39,38,38,13,13,13,13,39,39,35,39,35
01176.png,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,0,1,1,1,1
01177.png,18,27,27,31,19,26,26,26,18,18,18,18,26,18,25,18,24,18,11,25
01178.png,5,5,5,5,8,1,5,5,1,5,5,5,1,5,1,1,5,5,1,24
01179.png,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,9
01180.png,26,27,26,26,13,26,26,26,26,21,26,26,22,22,41,26,26,18,26,26
01181.png,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
01182.png,31,31,31,20,13,31,31,19,31,31,31,31,31,31,25,31,31,18,13,31
01183.png,24,24,24,24,18,24,24,18,24,24,24,24,24,24,24,24,24,24,18,24
01184.png,37,35,38,36,8,37,37,38,36,37,37,37,37,37,40,37,36,37,37,35
01185.png,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
01186.png,22,20,25,13,25,11,25,31,26,22,22,19,22,23,19,22,22,11,22,22
01187.png,5,5,5,5,8,5,5,5,1,5,5,5,5,1,5,1,5,5,24,5
01188.png,8,8,8,8,10,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8
01189.png,12,12,12,12,9,12,12,12,12,12,13,41,13,12,12,12,12,12,12,12
01190.png,10,10,10,10,11,10,10,10,10,10,10,16,10,10,10,10,10,10,10,10
01191.png,2,2,2,4,8,2,2,2,2,2,2,2,2,2,2,2,2,3,5,12
01192.png,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,1,24
01193.png,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,15
01194.png,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,13,7,7,7
01195.png,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
01196.png,14,14,17,14,17,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
01197.png,9,9,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,15,42,10
01198.png,8,8,8,8,8,8,8,8,8,8,7,8,8,8,8,7,8,8,7,8
01199.png,14,14,14,17,15,14,14,17,14,14,14,14,14,14,17,14,14,14,14,14
01200.png,5,5,9,10,5,2,5,5,1,5,2,2,2,4,4,3,5,5,5,30
01201.png,5,5,5,10,31,5,5,5,2,5,2,5,2,2,2,2,5,5,15,15
01202.png,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
01203.png,4,4,8,8,8,4,4,4,4,4,4,4,4,4,4,4,4,8,7,13
01204.png,3,3,5,3,42,5,3,3,3,3,3,3,3,3,1,3,3,3,5,3
01205.png,29,29,29,29,29,29,29,29,29,29,18,23,25,19,25,28,11,29,23,1
01206.png,40,40,38,38,34,40,34,6,40,40,40,40,40,40,40,36,40,33,40,33
01207.png,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
01208.png,35,35,35,34,33,35,35,35,33,35,35,35,35,35,35,35,35,35,35,35
01209.png,11,30,30,30,25,30,30,11,30,11,11,13,30,23,23,11,23,18,11,11
01210.png,18,18,11,18,11,21,18,24,18,18,21,18,21,19,19,18,18,25,18,18
01211.png,12,12,12,12,12,12,12,12,12,12,12,38,12,12,12,12,12,12,12,12
01212.png,39,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38
01213.png,12,12,12,12,12,12,12,12,12,13,13,12,13,13,12,22,12,12,12,12
01214.png,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,23,30,42,17
01215.png,12,12,12,12,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
01216.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,11,13,13,13
01217.png,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
01218.png,9,9,10,10,10,9,9,10,9,9,1,9,9,9,9,9,9,15,15,9
01219.png,11,11,11,11,23,11,11,18,11,11,11,11,18,11,11,11,11,11,11,11
01220.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
01221.png,17,17,17,17,17,17,17,17,17,17,17,17,13,17,13,17,17,17,17,17
01222.png,29,29,29,29,28,29,29,29,29,29,29,29,29,29,29,29,29,29,18,18
